distance|label|source|source_id|source_type|source_url|target_id|target_type
13275|associated_with|ENCODE cCRE|000165:CHR1_1060682_1061031|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
12742|associated_with|ENCODE cCRE|000165:CHR1_1061366_1061564|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
12253|associated_with|ENCODE cCRE|000165:CHR1_1061732_1062053|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
12044|associated_with|ENCODE cCRE|000165:CHR1_1062067_1062262|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
11798|associated_with|ENCODE cCRE|000165:CHR1_1062304_1062508|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
11466|associated_with|ENCODE cCRE|000165:CHR1_1062532_1062840|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
10489|associated_with|ENCODE cCRE|000165:CHR1_1063579_1063817|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
10180|associated_with|ENCODE cCRE|000165:CHR1_1063939_1064126|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
9769|associated_with|ENCODE cCRE|000165:CHR1_1064189_1064537|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
9421|associated_with|ENCODE cCRE|000165:CHR1_1064652_1064885|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
1830|associated_with|ENCODE cCRE|000165:CHR1_1072275_1072476|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
1231|associated_with|ENCODE cCRE|000165:CHR1_1072759_1073075|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
724|associated_with|ENCODE cCRE|000165:CHR1_1073263_1073582|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
269|associated_with|ENCODE cCRE|000165:CHR1_1073716_1074037|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
153|associated_with|ENCODE cCRE|000165:CHR1_1074459_1074610|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
378|associated_with|ENCODE cCRE|000165:CHR1_1074684_1074885|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
644|associated_with|ENCODE cCRE|000165:CHR1_1074950_1075126|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
833|associated_with|ENCODE cCRE|000165:CHR1_1075139_1075415|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
1269|associated_with|ENCODE cCRE|000165:CHR1_1075575_1075864|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
1638|associated_with|ENCODE cCRE|000165:CHR1_1090231_1090536|enhancer|https://screen.wenglab.org/downloads|ENSG00000131591|gene
610|associated_with|ENCODE cCRE|000165:CHR1_1091391_1091564|enhancer|https://screen.wenglab.org/downloads|ENSG00000131591|gene
208|associated_with|ENCODE cCRE|000165:CHR1_1091622_1091966|enhancer|https://screen.wenglab.org/downloads|ENSG00000131591|gene
281|associated_with|ENCODE cCRE|000165:CHR1_1092455_1092649|enhancer|https://screen.wenglab.org/downloads|ENSG00000131591|gene
514|associated_with|ENCODE cCRE|000165:CHR1_1092688_1092867|enhancer|https://screen.wenglab.org/downloads|ENSG00000131591|gene
846|associated_with|ENCODE cCRE|000165:CHR1_1093020_1093215|enhancer|https://screen.wenglab.org/downloads|ENSG00000131591|gene
1149|associated_with|ENCODE cCRE|000165:CHR1_1093323_1093673|enhancer|https://screen.wenglab.org/downloads|ENSG00000131591|gene
1558|associated_with|ENCODE cCRE|000165:CHR1_1093732_1093889|enhancer|https://screen.wenglab.org/downloads|ENSG00000131591|gene
5888|associated_with|ENCODE cCRE|000165:CHR1_1098062_1098277|enhancer|https://screen.wenglab.org/downloads|ENSG00000131591|gene
6596|associated_with|ENCODE cCRE|000165:CHR1_1098770_1098991|enhancer|https://screen.wenglab.org/downloads|ENSG00000131591|gene
6697|associated_with|ENCODE cCRE|000165:CHR1_1099115_1099430|enhancer|https://screen.wenglab.org/downloads|ENSG00000131591|gene
1632|associated_with|ENCODE cCRE|000165:CHR1_1104254_1104495|enhancer|https://screen.wenglab.org/downloads|ENSG00000131591|gene
1061|associated_with|ENCODE cCRE|000165:CHR1_1104852_1105066|enhancer|https://screen.wenglab.org/downloads|ENSG00000131591|gene
1450|associated_with|ENCODE cCRE|000165:CHR1_1107577_1107772|enhancer|https://screen.wenglab.org/downloads|ENSG00000131591|gene
