db_reference|evidence|label|qualifier|source|source_id|source_type|source_url|target_id|target_type
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a1b0gv90|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a1b0gvd1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005576|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a1b0gvh4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005576|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a0a1b0gvm2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a0a1b0gvm2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030054|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a1b0gvm6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a0a1b0gvm6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0036064|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a1b0gvn3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""PMID:28024296""]"|IDA|located_in|"[""located_in""]"|GO|a0a1b0gvq0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005765|cellular_component
"[""PMID:28024296""]"|IDA|located_in|"[""located_in""]"|GO|a0a1b0gvq0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0031902|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a1b0gvt2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a1b0gvv1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a1b0gvy4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000107""]"|IEA|located_in|"[""located_in""]"|GO|a0a1b0gvy4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030424|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a1b0gvz9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a1b0gw54|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a1b0gw64|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a1b0gwg4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a1b0gwh6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a1w2pql4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a1w2pqm1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a1w2pqu2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000117""]"|IEA|located_in|"[""located_in""]"|GO|a0a1w2pr19|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""GO_REF:0000117""]"|IEA|located_in|"[""located_in""]"|GO|a0a1w2prg0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""GO_REF:0000002""]"|IEA|located_in|"[""located_in""]"|GO|a0a1w2prn1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005794|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a1w2prp0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a286yeu6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a286yev6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005882|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a286yex9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005882|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a286yey9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005882|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a286yf01|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005882|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a286yf18|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a286yf46|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005882|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a286yf58|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a286yf60|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005882|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a286yf77|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005882|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a286yfb4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005882|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a286yfg1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005882|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a286yfk9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000117""]"|IEA|located_in|"[""located_in""]"|GO|a0a2r8y4l2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a2r8y4l6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a2r8y4m2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a2r8y4y8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005576|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a2r8y619|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a2r8y7y5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a2r8ycj5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a2r8yed5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a2r8yfl7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005576|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a2r8yfm6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005576|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a2r9yji8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a2u3tzm8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a2z4lis9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a3b3irv3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""PMID:32958672""]"|IDA|located_in|"[""located_in""]"|GO|a0a3b3is91|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005615|cellular_component
"[""PMID:32958672""]"|IDA|located_in|"[""located_in""]"|GO|a0a3b3is91|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005730|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a3b3iu63|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""PMID:30367041""]"|IDA|located_in|"[""located_in""]"|GO|a0a455zar2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a494bzu4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a494c0i6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a494c1i1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a494c1r9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a0a590uk10|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a0a590uk10|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a5f9zh02|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a5k1vdz0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a6i8pu40|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0031965|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a6i8pu40|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0031966|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a7i2v2s6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a7i2v3r4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""PMID:36631436""]"|IDA|located_in|"[""located_in""]"|GO|a0a7p0tbj1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a8i5kqe6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a8i5kqe6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a8i5kw96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005759|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a8q3siz7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0a8q3wkh5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a0a8v8tmw6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0av02|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""PMID:24038582""]"|IDA|located_in|"[""located_in""]"|GO|a0av96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""PMID:24916387""]"|IDA|located_in|"[""located_in""]"|GO|a0av96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""GO_REF:0000107""]"|IEA|located_in|"[""located_in""]"|GO|a0avf1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005813|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a0avf1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005929|cellular_component
"[""GO_REF:0000107""]"|IEA|located_in|"[""located_in""]"|GO|a0avf1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0043005|cellular_component
"[""Reactome:R-HSA-5624952""]"|TAS|located_in|"[""located_in""]"|GO|a0avf1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0097542|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0avi2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""PMID:24807418""]"|IDA|located_in|"[""located_in""]"|GO|a0avi4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005783|cellular_component
"[""Reactome:R-HSA-8943080""]"|TAS|located_in|"[""located_in""]"|GO|a0avi4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005789|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005654|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005730|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""GO_REF:0000054""]"|IDA|located_in|"[""located_in""]"|GO|a0avt1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""Reactome:R-HSA-8852127""]"|TAS|located_in|"[""located_in""]"|GO|a0avt1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""PMID:23791178""]"|IDA|located_in|"[""located_in""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005789|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""PMID:19946888""]"|HDA|located_in|"[""located_in""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""PMID:23791178""]"|IMP|located_in|"[""located_in""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0031234|cellular_component
"[""PMID:23791178""]"|IDA|located_in|"[""located_in""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0044232|cellular_component
"[""PMID:27044890""]"|IDA|located_in|"[""located_in""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0140268|cellular_component
"[""PMID:23791178""]"|IDA|located_in|"[""located_in""]"|GO|a0fgr9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005789|cellular_component
"[""PMID:17360437""]"|IDA|located_in|"[""located_in""]"|GO|a0fgr9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""PMID:23791178""]"|IDA|located_in|"[""located_in""]"|GO|a0fgr9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0031234|cellular_component
"[""PMID:23791178""]"|IDA|located_in|"[""located_in""]"|GO|a0fgr9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0044232|cellular_component
"[""PMID:30220461""]"|IDA|located_in|"[""located_in""]"|GO|a0fgr9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0140268|cellular_component
"[""PMID:24882805""]"|IDA|located_in|"[""located_in""]"|GO|a0jlt2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""PMID:20163565""]"|IDA|located_in|"[""located_in""]"|GO|a0jnw5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005769|cellular_component
"[""PMID:20163565""]"|IDA|located_in|"[""located_in""]"|GO|a0jnw5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""Reactome:R-HSA-166753""]"|TAS|located_in|"[""located_in""]"|GO|a0m8q6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005576|cellular_component
"[""PMID:20176268""]"|NAS|located_in|"[""located_in""]"|GO|a0m8q6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005615|cellular_component
"[""Reactome:R-HSA-1112666""]"|TAS|located_in|"[""located_in""]"|GO|a0m8q6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""PMID:25468996""]"|IDA|located_in|"[""located_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""GO_REF:0000107""]"|IEA|located_in|"[""located_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005874|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0015630|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030027|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030175|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030424|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030426|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0031252|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0043204|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0044295|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0048471|cellular_component
"[""Reactome:R-HSA-8876283""]"|TAS|located_in|"[""located_in""]"|GO|a0pjk1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0pjk1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016324|cellular_component
"[""PMID:19056867""]"|HDA|located_in|"[""located_in""]"|GO|a0pjk1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0070062|cellular_component
"[""PMID:32275929""]"|IDA|located_in|"[""located_in""]"|GO|a0pjw6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005739|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0pjx4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005789|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0pjx8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a0pjy2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005654|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a0pjy2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0pjz3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a0pk00|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005637|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0pk05|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a0pk11|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0032421|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0pk11|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0060171|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a0zse6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""Reactome:R-HSA-8981637""]"|TAS|located_in|"[""located_in""]"|GO|a1a4s6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a1a4s6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a1a4s6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0048471|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a1a4v9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0001669|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a1a4v9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a1a4v9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0097228|cellular_component
"[""PMID:28389568""]"|IDA|located_in|"[""located_in""]"|GO|a1a4y4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0000139|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a1a4y4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0001891|cellular_component
"[""PMID:25891078""]"|IDA|located_in|"[""located_in""]"|GO|a1a4y4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005739|cellular_component
"[""PMID:28389568""]"|IDA|located_in|"[""located_in""]"|GO|a1a4y4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005794|cellular_component
"[""PMID:25891078""]"|IDA|located_in|"[""located_in""]"|GO|a1a4y4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a1a4y4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030670|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a1a4y4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0031902|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a1a4y4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0042995|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a1a519|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""Reactome:R-HSA-6809663""]"|TAS|located_in|"[""located_in""]"|GO|a1a580|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a1a580|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005882|cellular_component
"[""PMID:22946059""]"|IDA|located_in|"[""located_in""]"|GO|a1a5b4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""GO_REF:0000117""]"|IEA|located_in|"[""located_in""]"|GO|a1a5c7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""GO_REF:0000108""]"|IEA|located_in|"[""located_in""]"|GO|a1a5d9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""Reactome:R-HSA-976734""]"|TAS|located_in|"[""located_in""]"|GO|a1e959|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005576|cellular_component
"[""PMID:25911094""]"|IDA|located_in|"[""located_in""]"|GO|a1e959|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005615|cellular_component
"[""PMID:25911094""]"|IDA|located_in|"[""located_in""]"|GO|a1e959|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a1e959|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005654|cellular_component
"[""PMID:25911094""]"|IDA|located_in|"[""located_in""]"|GO|a1e959|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a1e959|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
