db_reference|evidence|label|qualifier|source|source_id|source_type|source_url|target_id|target_type
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a1w2pqc6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006357|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a1w2pqd8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006357|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a1w2pqj5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006357|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a1w2pql4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006357|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a1w2pr48|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045892|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a1w2pr64|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045893|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a1w2pr75|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006357|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0a1w2pr82|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0035883|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0a1w2pr82|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0048546|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a1w2pr95|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0009966|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a1w2prn6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045893|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a1w2prv1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045893|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a286yeu6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007186|biological_process
"[""GO_REF:0000015""]"|ND|involved_in|"[""involved_in""]"|GO|a0a286yf18|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0008150|biological_process
"[""GO_REF:0000015""]"|ND|involved_in|"[""involved_in""]"|GO|a0a2r8y2y2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0008150|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a2r8y4l6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0050911|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a2r8yed5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007186|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a2r8yed5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0050911|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a2r8yeg4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007186|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a2r8yeh3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007186|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a2r8yev3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007186|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a2r8yfr7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0035556|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a3b3it45|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007186|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a3b3it45|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0050911|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a3b3iu46|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0106005|biological_process
"[""PMID:30367041""]"|IMP|involved_in|"[""involved_in""]"|GO|a0a455zar2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0000122|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a494c086|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045737|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a494c0z2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045737|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a494c191|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045737|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a494c1r9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006334|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a494c1r9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007283|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a494c1r9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007506|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a494c1r9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030154|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a499fjf3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007165|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a539|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a576|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a577|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a578|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a584|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a589|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a590uk10|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007264|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a597|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a599|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a5a2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a5a6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a5b0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a5b6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a5b7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""PMID:29789755""]"|NAS|involved_in|"[""involved_in""]"|GO|a0a5b9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""PMID:29789755""]"|NAS|involved_in|"[""involved_in""]"|GO|a0a5b9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046631|biological_process
"[""PMID:29789755""]"|NAS|involved_in|"[""involved_in""]"|GO|a0a5b9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0050852|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a7p0tan4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045944|biological_process
"[""PMID:36631436""]"|IMP|involved_in|"[""involved_in""]"|GO|a0a7p0tbj1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0050821|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a804hla8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007186|biological_process
"[""GO_REF:0000104""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a8i5kqe6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0000028|biological_process
"[""GO_REF:0000104""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a8i5kqe6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006412|biological_process
"[""GO_REF:0000104""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a8i5kqe6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007155|biological_process
"[""GO_REF:0000104""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a8i5kw96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006172|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a8i5kw96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016310|biological_process
"[""GO_REF:0000104""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a8i5kw96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046033|biological_process
"[""GO_REF:0000104""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a8i5kw96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046034|biological_process
"[""GO_REF:0000104""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a8i5kw96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046039|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a8i5kw96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0046940|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a8q3sig1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006869|biological_process
"[""PMID:31358901""]"|IDA|involved_in|"[""involved_in""]"|GO|a0av96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0000381|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0av96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002244|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0av96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006397|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0av96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0008380|biological_process
"[""PMID:24916387""]"|IDA|involved_in|"[""involved_in""]"|GO|a0av96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016554|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0av96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0032733|biological_process
"[""PMID:34160127""]"|IMP|involved_in|"[""involved_in""]"|GO|a0av96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0060340|biological_process
"[""PMID:34160127""]"|IDA|involved_in|"[""involved_in""]"|GO|a0av96|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0070935|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0avf1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007224|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0avf1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0015031|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0avf1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0035082|biological_process
"[""PMID:26980730""]"|NAS|involved_in|"[""involved_in""]"|GO|a0avf1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0035720|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0avf1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0042073|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0avf1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0060271|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0avf1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0061512|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0avf1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_1905198|biological_process
"[""PMID:24807418""]"|IDA|involved_in|"[""involved_in""]"|GO|a0avi4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0000209|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0avi4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006986|biological_process
"[""Reactome:R-HSA-8866654""]"|TAS|involved_in|"[""involved_in""]"|GO|a0avi4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016567|biological_process
"[""PMID:24807418""]"|IMP|involved_in|"[""involved_in""]"|GO|a0avi4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030433|biological_process
"[""PMID:24807418""]"|IMP|involved_in|"[""involved_in""]"|GO|a0avi4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030970|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0000122|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0001890|biological_process
"[""PMID:22903062""]"|IMP|involved_in|"[""involved_in""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002040|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0032466|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0032877|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0033301|biological_process
"[""PMID:22903062""]"|IMP|involved_in|"[""involved_in""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045944|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0048144|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0060707|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0060718|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0avk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0070365|biological_process
"[""PMID:17889673""]"|IMP|involved_in|"[""involved_in""]"|GO|a0avt1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006511|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0avt1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007612|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0avt1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007626|biological_process
"[""GO_REF:0000041""]"|IEA|involved_in|"[""involved_in""]"|GO|a0avt1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016567|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0avt1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0021764|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0avt1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0021766|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0avt1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0060996|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006869|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006897|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0fgr8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0061817|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0fgr9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006869|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0fgr9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0061817|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0jd32|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0jd36|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0jd36|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045087|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0jd37|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0jd37|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045087|biological_process
"[""PMID:11559591""]"|NAS|involved_in|"[""involved_in""]"|GO|a0jlt2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0032968|biological_process
"[""PMID:11559591""]"|NAS|involved_in|"[""involved_in""]"|GO|a0jlt2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0051123|biological_process
"[""PMID:11559591""]"|NAS|involved_in|"[""involved_in""]"|GO|a0jlt2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0060261|biological_process
"[""PMID:35499567""]"|IDA|involved_in|"[""involved_in""]"|GO|a0jnw5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0034498|biological_process
"[""PMID:35499567""]"|IDA|involved_in|"[""involved_in""]"|GO|a0jnw5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0120009|biological_process
"[""PMID:20176268""]"|NAS|involved_in|"[""involved_in""]"|GO|a0m8q6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""PMID:20176268""]"|NAS|involved_in|"[""involved_in""]"|GO|a0m8q6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0050853|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006930|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007265|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007409|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0032488|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0038007|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045773|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0048812|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0060327|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0061163|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0061573|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_2000114|biological_process
"[""PMID:23864681""]"|IDA|involved_in|"[""involved_in""]"|GO|a0mz66|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_2001224|biological_process
"[""Reactome:R-HSA-189200""]"|TAS|involved_in|"[""involved_in""]"|GO|a0pjk1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0008645|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0pjk1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0015755|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0pjk1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0015761|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0pjk1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0035725|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0pjk1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_1904659|biological_process
"[""PMID:34969438""]"|IDA|involved_in|"[""involved_in""]"|GO|a0pjw6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0033617|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0pjw8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030154|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0pjw8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_2001186|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0pjx4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0090090|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0pjy2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0000122|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0pjy2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007411|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0pjy2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0008285|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0pjy2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0021772|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0pjy2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0021797|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0pjy2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0043697|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0pjy2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045666|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0pjy2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045893|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0pjy2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0050767|biological_process
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|GO|a0pjy2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_1904936|biological_process
"[""PMID:19940119""]"|IDA|involved_in|"[""involved_in""]"|GO|a0pjz3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016266|biological_process
"[""GO_REF:0000015""]"|ND|involved_in|"[""involved_in""]"|GO|a0pk00|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0008150|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0pk00|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045444|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0pk00|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0051291|biological_process
"[""PMID:33496845""]"|IMP|involved_in|"[""involved_in""]"|GO|a0pk11|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007605|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0pk11|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0060088|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0pk11|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0120045|biological_process
"[""GO_REF:0000117""]"|IEA|involved_in|"[""involved_in""]"|GO|a0zse6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0033036|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a1a4f0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_1903401|biological_process
