label|score|source|source_id|source_type|source_url|target_id|target_type
binds_to|1.0|ENCODE|ensg00000136603|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633880_634157_grch38|tfbs
binds_to|0.51|ENCODE|ensg00000104856|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633884_634149_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000073584|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633885_634155_grch38|tfbs
binds_to|0.799|ENCODE|ensg00000170653|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633890_634140_grch38|tfbs
binds_to|0.603|ENCODE|ensg00000169375|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633890_634144_grch38|tfbs
binds_to|0.144|ENCODE|ensg00000160199|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633901_634136_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000160685|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633902_634132_grch38|tfbs
binds_to|0.453|ENCODE|ensg00000132005|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633903_634133_grch38|tfbs
binds_to|0.528|ENCODE|ensg00000147862|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633903_634131_grch38|tfbs
binds_to|0.333|ENCODE|ensg00000118260|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633904_634132_grch38|tfbs
binds_to|0.454|ENCODE|ensg00000073861|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633906_634132_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000159692|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633906_634131_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000010244|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633907_634123_grch38|tfbs
binds_to|0.368|ENCODE|ensg00000170325|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633907_634135_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000133884|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633908_634129_grch38|tfbs
binds_to|0.72|ENCODE|ensg00000167967|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633909_634123_grch38|tfbs
binds_to|0.742|ENCODE|ensg00000070444|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633911_634128_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000106261|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633912_634122_grch38|tfbs
binds_to|0.899|ENCODE|ensg00000153922|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633913_634112_grch38|tfbs
binds_to|0.67|ENCODE|ensg00000115966|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633913_634124_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000129514|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633913_634125_grch38|tfbs
binds_to|0.294|ENCODE|ensg00000167685|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633914_634124_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000166716|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633915_634113_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000278129|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633915_634119_grch38|tfbs
binds_to|0.296|ENCODE|ensg00000125798|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633915_634125_grch38|tfbs
binds_to|0.116|ENCODE|ensg00000172534|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633916_634117_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000141568|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633916_634119_grch38|tfbs
binds_to|0.763|ENCODE|ensg00000134107|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633916_634131_grch38|tfbs
binds_to|0.471|ENCODE|ensg00000178691|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633919_634115_grch38|tfbs
binds_to|0.456|ENCODE|ensg00000051180|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633919_634121_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000143614|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633919_634116_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000162992|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633920_634116_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000114315|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633920_634112_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000196700|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633920_634116_grch38|tfbs
binds_to|0.22|ENCODE|ensg00000168283|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633921_634107_grch38|tfbs
binds_to|0.641|ENCODE|ensg00000184677|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633922_634114_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000185591|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633922_634113_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000215021|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633922_634115_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000177485|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633922_634112_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000170265|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633923_634113_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000057935|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633923_634113_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000089902|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633923_634112_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000171940|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633924_634104_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000126804|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633924_634111_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000128604|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633925_634108_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000132274|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633925_634117_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000173153|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633925_634112_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000110693|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633925_634111_grch38|tfbs
binds_to|0.974|ENCODE|ensg00000124151|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633926_634110_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000185811|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633926_634115_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000143437|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633926_634114_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000178177|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633926_634116_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000149311|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633927_634110_grch38|tfbs
binds_to|0.168|ENCODE|ensg00000170345|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633927_634108_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000171566|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633929_634108_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000170365|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633929_634117_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000170322|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633929_634110_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000196591|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633929_634112_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000116017|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633929_634107_grch38|tfbs
binds_to|0.394|ENCODE|ensg00000143373|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633931_634104_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000135111|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633931_634112_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000149480|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633932_634108_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000114861|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633932_634105_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000126456|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633948_634092_grch38|tfbs
binds_to|0.934|ENCODE|ensg00000172466|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633951_634098_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000108312|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633960_634072_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000139613|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633966_634077_grch38|tfbs
binds_to|0.507|ENCODE|ensg00000169045|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633992_634181_grch38|tfbs
binds_to|0.068|ENCODE|ensg00000169554|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_634330_634786_grch38|tfbs
binds_to|0.4|ENCODE|ensg00000121481|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_656749_657165_grch38|tfbs
binds_to|0.109|ENCODE|ensg00000102974|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_665743_666486_grch38|tfbs
binds_to|0.132|ENCODE|ensg00000181222|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_726940_727450_grch38|tfbs
binds_to|0.254|ENCODE|ensg00000177485|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_727038_727494_grch38|tfbs
binds_to|0.14|ENCODE|ensg00000120738|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_727065_727445_grch38|tfbs
binds_to|0.191|ENCODE|ensg00000168610|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_733685_734001_grch38|tfbs
binds_to|0.088|ENCODE|ensg00000181222|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_777475_777704_grch38|tfbs
binds_to|0.089|ENCODE|ensg00000128272|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_777955_778126_grch38|tfbs
binds_to|0.091|ENCODE|ensg00000128272|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778199_778649_grch38|tfbs
binds_to|0.368|ENCODE|ensg00000005889|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778236_779157_grch38|tfbs
binds_to|0.504|ENCODE|ensg00000028310|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778251_778691_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000181222|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778265_779267_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000183495|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778283_779139_grch38|tfbs
binds_to|0.122|ENCODE|ensg00000073584|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778292_778808_grch38|tfbs
binds_to|0.766|ENCODE|ensg00000130816|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778295_778655_grch38|tfbs
binds_to|0.155|ENCODE|ensg00000172466|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778298_779443_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000101412|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778299_779078_grch38|tfbs
binds_to|0.325|ENCODE|ensg00000170265|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778318_778778_grch38|tfbs
binds_to|0.608|ENCODE|ensg00000143437|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778324_778827_grch38|tfbs
binds_to|0.151|ENCODE|ensg00000036549|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778324_778768_grch38|tfbs
binds_to|0.515|ENCODE|ensg00000133884|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778329_779420_grch38|tfbs
binds_to|0.172|ENCODE|ensg00000134852|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778335_778755_grch38|tfbs
binds_to|0.14|ENCODE|ensg00000096654|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778337_778747_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000170653|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778339_779075_grch38|tfbs
binds_to|0.849|ENCODE|ensg00000100320|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778342_779369_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000118260|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778348_779048_grch38|tfbs
binds_to|0.434|ENCODE|ensg00000196591|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778349_778862_grch38|tfbs
binds_to|0.226|ENCODE|ensg00000204371|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778350_778730_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000100811|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778354_778878_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000170322|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778363_778867_grch38|tfbs
binds_to|0.358|ENCODE|ensg00000140464|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778367_778867_grch38|tfbs
binds_to|0.062|ENCODE|ensg00000184677|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778372_778938_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000167967|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778375_779426_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000102974|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778376_779453_grch38|tfbs
binds_to|0.969|ENCODE|ensg00000168002|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778377_779114_grch38|tfbs
binds_to|0.565|ENCODE|ensg00000084676|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778378_778909_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000104320|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778381_779056_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000116478|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778382_779093_grch38|tfbs
binds_to|0.077|ENCODE|ensg00000172493|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778383_778843_grch38|tfbs
binds_to|0.503|ENCODE|ensg00000172943|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778390_778816_grch38|tfbs
binds_to|0.8|ENCODE|ensg00000187325|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778391_778901_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000113658|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778391_778867_grch38|tfbs
binds_to|0.172|ENCODE|ensg00000104064|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778394_779008_grch38|tfbs
binds_to|0.115|ENCODE|ensg00000141027|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778394_778834_grch38|tfbs
binds_to|0.698|ENCODE|ensg00000185811|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778396_779150_grch38|tfbs
binds_to|0.249|ENCODE|ensg00000171467|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778397_779019_grch38|tfbs
binds_to|0.126|ENCODE|ensg00000141905|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778397_778841_grch38|tfbs
binds_to|0.461|ENCODE|ensg00000130726|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778397_779017_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000157613|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778402_779169_grch38|tfbs
binds_to|0.441|ENCODE|ensg00000102554|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778404_779013_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000100393|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778405_779051_grch38|tfbs
binds_to|0.602|ENCODE|ensg00000170365|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778407_778791_grch38|tfbs
binds_to|0.391|ENCODE|ensg00000160685|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778408_778808_grch38|tfbs
binds_to|0.078|ENCODE|ensg00000168283|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778409_778793_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000119950|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778413_779210_grch38|tfbs
binds_to|0.859|ENCODE|ensg00000147133|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778415_779061_grch38|tfbs
binds_to|0.405|ENCODE|ensg00000072736|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778415_778945_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000182979|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778419_778933_grch38|tfbs
binds_to|0.428|ENCODE|ensg00000102034|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778430_779090_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000139613|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778432_778922_grch38|tfbs
binds_to|0.265|ENCODE|ensg00000104824|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778434_778924_grch38|tfbs
binds_to|0.469|ENCODE|ensg00000178913|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778435_778771_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000115966|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778436_778981_grch38|tfbs
binds_to|0.557|ENCODE|ensg00000115415|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778436_779285_grch38|tfbs
binds_to|0.369|ENCODE|ensg00000106459|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778438_779320_grch38|tfbs
binds_to|0.511|ENCODE|ensg00000270647|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778440_778936_grch38|tfbs
binds_to|0.26|ENCODE|ensg00000073861|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778440_778924_grch38|tfbs
binds_to|0.533|ENCODE|ensg00000112592|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778440_778849_grch38|tfbs
binds_to|0.181|ENCODE|ensg00000085274|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778443_778807_grch38|tfbs
binds_to|0.169|ENCODE|ensg00000107485|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778444_778920_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000136603|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778448_779254_grch38|tfbs
binds_to|0.402|ENCODE|ensg00000153147|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778448_779084_grch38|tfbs
binds_to|0.729|ENCODE|ensg00000130522|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778453_778923_grch38|tfbs
binds_to|0.962|ENCODE|ensg00000149480|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778459_778863_grch38|tfbs
binds_to|0.613|ENCODE|ensg00000143373|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778459_779132_grch38|tfbs
binds_to|0.789|ENCODE|ensg00000172534|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778459_778897_grch38|tfbs
binds_to|0.333|ENCODE|ensg00000101057|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778461_778845_grch38|tfbs
binds_to|0.565|ENCODE|ensg00000153922|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778463_778590_grch38|tfbs
binds_to|0.046|ENCODE|ensg00000105732|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778468_778858_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000070444|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778472_779108_grch38|tfbs
binds_to|0.951|ENCODE|ensg00000141568|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_778475_778885_grch38|tfbs
