chr|end|exon_id|exon_number|gene_id|id|source|source_url|start|transcript_id
chr20|10104394|ENSEMBL:ENSE00001728322|3|ENSEMBL:ENSG00000227906|ENSE00001728322|GENCODE|https://www.gencodegenes.org/human/|10104286|ENSEMBL:ENST00000421143
chr20|10026648|ENSEMBL:ENSE00001775368|4|ENSEMBL:ENSG00000227906|ENSE00001775368|GENCODE|https://www.gencodegenes.org/human/|10026075|ENSEMBL:ENST00000421143
chr20|10219506|ENSEMBL:ENSE00001665651|1|ENSEMBL:ENSG00000227906|ENSE00001665651|GENCODE|https://www.gencodegenes.org/human/|10219237|ENSEMBL:ENST00000426491
chr20|10196937|ENSEMBL:ENSE00001681685|2|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000426491
chr20|10104394|ENSEMBL:ENSE00001728322|3|ENSEMBL:ENSG00000227906|ENSE00001728322|GENCODE|https://www.gencodegenes.org/human/|10104286|ENSEMBL:ENST00000426491
chr20|10076913|ENSEMBL:ENSE00001750645|4|ENSEMBL:ENSG00000227906|ENSE00001750645|GENCODE|https://www.gencodegenes.org/human/|10076874|ENSEMBL:ENST00000426491
chr20|10074701|ENSEMBL:ENSE00001703794|5|ENSEMBL:ENSG00000227906|ENSE00001703794|GENCODE|https://www.gencodegenes.org/human/|10074437|ENSEMBL:ENST00000426491
chr20|10219526|ENSEMBL:ENSE00003881231|1|ENSEMBL:ENSG00000227906|ENSE00003881231|GENCODE|https://www.gencodegenes.org/human/|10219222|ENSEMBL:ENST00000605592
chr20|10196937|ENSEMBL:ENSE00001681685|2|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000605592
chr20|10190152|ENSEMBL:ENSE00003877026|3|ENSEMBL:ENSG00000227906|ENSE00003877026|GENCODE|https://www.gencodegenes.org/human/|10190057|ENSEMBL:ENST00000605592
chr20|10104394|ENSEMBL:ENSE00001754406|4|ENSEMBL:ENSG00000227906|ENSE00001754406|GENCODE|https://www.gencodegenes.org/human/|10103727|ENSEMBL:ENST00000605592
chr20|10219531|ENSEMBL:ENSE00003858730|1|ENSEMBL:ENSG00000227906|ENSE00003858730|GENCODE|https://www.gencodegenes.org/human/|10219237|ENSEMBL:ENST00000451151
chr20|10196937|ENSEMBL:ENSE00001681685|2|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000451151
chr20|10104394|ENSEMBL:ENSE00001754406|3|ENSEMBL:ENSG00000227906|ENSE00001754406|GENCODE|https://www.gencodegenes.org/human/|10103727|ENSEMBL:ENST00000451151
chr20|10219496|ENSEMBL:ENSE00003852538|1|ENSEMBL:ENSG00000227906|ENSE00003852538|GENCODE|https://www.gencodegenes.org/human/|10219237|ENSEMBL:ENST00000671453
chr20|10196937|ENSEMBL:ENSE00001681685|2|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000671453
chr20|10190152|ENSEMBL:ENSE00003877026|3|ENSEMBL:ENSG00000227906|ENSE00003877026|GENCODE|https://www.gencodegenes.org/human/|10190057|ENSEMBL:ENST00000671453
chr20|10104394|ENSEMBL:ENSE00003860076|4|ENSEMBL:ENSG00000227906|ENSE00003860076|GENCODE|https://www.gencodegenes.org/human/|10103729|ENSEMBL:ENST00000671453
chr20|10368831|ENSEMBL:ENSE00003986099|1|ENSEMBL:ENSG00000227906|ENSE00003986099|GENCODE|https://www.gencodegenes.org/human/|10368715|ENSEMBL:ENST00000692436
chr20|10196937|ENSEMBL:ENSE00001681685|2|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000692436
chr20|10104394|ENSEMBL:ENSE00003986098|3|ENSEMBL:ENSG00000227906|ENSE00003986098|GENCODE|https://www.gencodegenes.org/human/|10103926|ENSEMBL:ENST00000692436
chr20|10368776|ENSEMBL:ENSE00001597013|1|ENSEMBL:ENSG00000227906|ENSE00001597013|GENCODE|https://www.gencodegenes.org/human/|10368715|ENSEMBL:ENST00000453544
chr20|10231619|ENSEMBL:ENSE00001592231|2|ENSEMBL:ENSG00000227906|ENSE00001592231|GENCODE|https://www.gencodegenes.org/human/|10231484|ENSEMBL:ENST00000453544
chr20|10196937|ENSEMBL:ENSE00001681685|3|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000453544
chr20|10104394|ENSEMBL:ENSE00001739430|4|ENSEMBL:ENSG00000227906|ENSE00001739430|GENCODE|https://www.gencodegenes.org/human/|10104345|ENSEMBL:ENST00000453544
chr20|10368815|ENSEMBL:ENSE00003982604|1|ENSEMBL:ENSG00000227906|ENSE00003982604|GENCODE|https://www.gencodegenes.org/human/|10368715|ENSEMBL:ENST00000701361
chr20|10333416|ENSEMBL:ENSE00003982603|2|ENSEMBL:ENSG00000227906|ENSE00003982603|GENCODE|https://www.gencodegenes.org/human/|10333029|ENSEMBL:ENST00000701361
chr20|10026168|ENSEMBL:ENSE00003742433|1|ENSEMBL:ENSG00000276525|ENSE00003742433|GENCODE|https://www.gencodegenes.org/human/|10025917|ENSEMBL:ENST00000614195
chr20|10172786|ENSEMBL:ENSE00003924063|1|ENSEMBL:ENSG00000132639|ENSE00003924063|GENCODE|https://www.gencodegenes.org/human/|10172395|ENSEMBL:ENST00000693732
chr20|10275563|ENSEMBL:ENSE00003935706|2|ENSEMBL:ENSG00000132639|ENSE00003935706|GENCODE|https://www.gencodegenes.org/human/|10275429|ENSEMBL:ENST00000693732
chr20|10277726|ENSEMBL:ENSE00003932023|3|ENSEMBL:ENSG00000132639|ENSE00003932023|GENCODE|https://www.gencodegenes.org/human/|10277685|ENSEMBL:ENST00000693732
chr20|10284772|ENSEMBL:ENSE00003929590|4|ENSEMBL:ENSG00000132639|ENSE00003929590|GENCODE|https://www.gencodegenes.org/human/|10284724|ENSEMBL:ENST00000693732
chr20|10290553|ENSEMBL:ENSE00003923457|5|ENSEMBL:ENSG00000132639|ENSE00003923457|GENCODE|https://www.gencodegenes.org/human/|10289178|ENSEMBL:ENST00000693732
chr20|10172786|ENSEMBL:ENSE00003924063|1|ENSEMBL:ENSG00000132639|ENSE00003924063|GENCODE|https://www.gencodegenes.org/human/|10172395|ENSEMBL:ENST00000689077
chr20|10275563|ENSEMBL:ENSE00003935706|2|ENSEMBL:ENSG00000132639|ENSE00003935706|GENCODE|https://www.gencodegenes.org/human/|10275429|ENSEMBL:ENST00000689077
chr20|10277726|ENSEMBL:ENSE00003932023|3|ENSEMBL:ENSG00000132639|ENSE00003932023|GENCODE|https://www.gencodegenes.org/human/|10277685|ENSEMBL:ENST00000689077
chr20|10284772|ENSEMBL:ENSE00003929590|4|ENSEMBL:ENSG00000132639|ENSE00003929590|GENCODE|https://www.gencodegenes.org/human/|10284724|ENSEMBL:ENST00000689077
chr20|10290601|ENSEMBL:ENSE00003926350|5|ENSEMBL:ENSG00000132639|ENSE00003926350|GENCODE|https://www.gencodegenes.org/human/|10289039|ENSEMBL:ENST00000689077
chr20|10172786|ENSEMBL:ENSE00003924063|1|ENSEMBL:ENSG00000132639|ENSE00003924063|GENCODE|https://www.gencodegenes.org/human/|10172395|ENSEMBL:ENST00000690099
chr20|10275563|ENSEMBL:ENSE00003935706|2|ENSEMBL:ENSG00000132639|ENSE00003935706|GENCODE|https://www.gencodegenes.org/human/|10275429|ENSEMBL:ENST00000690099
chr20|10277726|ENSEMBL:ENSE00003932023|3|ENSEMBL:ENSG00000132639|ENSE00003932023|GENCODE|https://www.gencodegenes.org/human/|10277685|ENSEMBL:ENST00000690099
chr20|10290632|ENSEMBL:ENSE00003922985|4|ENSEMBL:ENSG00000132639|ENSE00003922985|GENCODE|https://www.gencodegenes.org/human/|10284724|ENSEMBL:ENST00000690099
chr20|10172786|ENSEMBL:ENSE00003924063|1|ENSEMBL:ENSG00000132639|ENSE00003924063|GENCODE|https://www.gencodegenes.org/human/|10172395|ENSEMBL:ENST00000690766
chr20|10275563|ENSEMBL:ENSE00003935706|2|ENSEMBL:ENSG00000132639|ENSE00003935706|GENCODE|https://www.gencodegenes.org/human/|10275429|ENSEMBL:ENST00000690766
chr20|10277726|ENSEMBL:ENSE00003932023|3|ENSEMBL:ENSG00000132639|ENSE00003932023|GENCODE|https://www.gencodegenes.org/human/|10277685|ENSEMBL:ENST00000690766
chr20|10284772|ENSEMBL:ENSE00003929590|4|ENSEMBL:ENSG00000132639|ENSE00003929590|GENCODE|https://www.gencodegenes.org/human/|10284724|ENSEMBL:ENST00000690766
chr20|10294760|ENSEMBL:ENSE00003922880|5|ENSEMBL:ENSG00000132639|ENSE00003922880|GENCODE|https://www.gencodegenes.org/human/|10292882|ENSEMBL:ENST00000690766
chr20|10218977|ENSEMBL:ENSE00001206321|1|ENSEMBL:ENSG00000132639|ENSE00001206321|GENCODE|https://www.gencodegenes.org/human/|10218830|ENSEMBL:ENST00000254976
chr20|10275563|ENSEMBL:ENSE00001229068|2|ENSEMBL:ENSG00000132639|ENSE00001229068|GENCODE|https://www.gencodegenes.org/human/|10275429|ENSEMBL:ENST00000254976
chr20|10277726|ENSEMBL:ENSE00001017161|3|ENSEMBL:ENSG00000132639|ENSE00001017161|GENCODE|https://www.gencodegenes.org/human/|10277685|ENSEMBL:ENST00000254976
chr20|10284772|ENSEMBL:ENSE00000906745|4|ENSEMBL:ENSG00000132639|ENSE00000906745|GENCODE|https://www.gencodegenes.org/human/|10284724|ENSEMBL:ENST00000254976
chr20|10293278|ENSEMBL:ENSE00003785335|5|ENSEMBL:ENSG00000132639|ENSE00003785335|GENCODE|https://www.gencodegenes.org/human/|10293161|ENSEMBL:ENST00000254976
chr20|10297050|ENSEMBL:ENSE00000906747|6|ENSEMBL:ENSG00000132639|ENSE00000906747|GENCODE|https://www.gencodegenes.org/human/|10296925|ENSEMBL:ENST00000254976
chr20|10299412|ENSEMBL:ENSE00003460458|7|ENSEMBL:ENSG00000132639|ENSE00003460458|GENCODE|https://www.gencodegenes.org/human/|10299268|ENSEMBL:ENST00000254976
chr20|10307418|ENSEMBL:ENSE00003903928|8|ENSEMBL:ENSG00000132639|ENSE00003903928|GENCODE|https://www.gencodegenes.org/human/|10306129|ENSEMBL:ENST00000254976
chr20|10218977|ENSEMBL:ENSE00001206321|1|ENSEMBL:ENSG00000132639|ENSE00001206321|GENCODE|https://www.gencodegenes.org/human/|10218830|ENSEMBL:ENST00000691665
chr20|10234337|ENSEMBL:ENSE00003938704|2|ENSEMBL:ENSG00000132639|ENSE00003938704|GENCODE|https://www.gencodegenes.org/human/|10234211|ENSEMBL:ENST00000691665
chr20|10275563|ENSEMBL:ENSE00001229068|3|ENSEMBL:ENSG00000132639|ENSE00001229068|GENCODE|https://www.gencodegenes.org/human/|10275429|ENSEMBL:ENST00000691665
chr20|10277726|ENSEMBL:ENSE00001017161|4|ENSEMBL:ENSG00000132639|ENSE00001017161|GENCODE|https://www.gencodegenes.org/human/|10277685|ENSEMBL:ENST00000691665
chr20|10284772|ENSEMBL:ENSE00000906745|5|ENSEMBL:ENSG00000132639|ENSE00000906745|GENCODE|https://www.gencodegenes.org/human/|10284724|ENSEMBL:ENST00000691665
chr20|10293278|ENSEMBL:ENSE00003785335|6|ENSEMBL:ENSG00000132639|ENSE00003785335|GENCODE|https://www.gencodegenes.org/human/|10293161|ENSEMBL:ENST00000691665
chr20|10297050|ENSEMBL:ENSE00000906747|7|ENSEMBL:ENSG00000132639|ENSE00000906747|GENCODE|https://www.gencodegenes.org/human/|10296925|ENSEMBL:ENST00000691665
chr20|10299412|ENSEMBL:ENSE00003460458|8|ENSEMBL:ENSG00000132639|ENSE00003460458|GENCODE|https://www.gencodegenes.org/human/|10299268|ENSEMBL:ENST00000691665
chr20|10308258|ENSEMBL:ENSE00003932055|9|ENSEMBL:ENSG00000132639|ENSE00003932055|GENCODE|https://www.gencodegenes.org/human/|10306129|ENSEMBL:ENST00000691665
chr20|10218977|ENSEMBL:ENSE00001933809|1|ENSEMBL:ENSG00000132639|ENSE00001933809|GENCODE|https://www.gencodegenes.org/human/|10218833|ENSEMBL:ENST00000304886
chr20|10275563|ENSEMBL:ENSE00001229068|2|ENSEMBL:ENSG00000132639|ENSE00001229068|GENCODE|https://www.gencodegenes.org/human/|10275429|ENSEMBL:ENST00000304886
chr20|10277726|ENSEMBL:ENSE00001017161|3|ENSEMBL:ENSG00000132639|ENSE00001017161|GENCODE|https://www.gencodegenes.org/human/|10277685|ENSEMBL:ENST00000304886
chr20|10284772|ENSEMBL:ENSE00000906745|4|ENSEMBL:ENSG00000132639|ENSE00000906745|GENCODE|https://www.gencodegenes.org/human/|10284724|ENSEMBL:ENST00000304886
chr20|10292999|ENSEMBL:ENSE00001175340|5|ENSEMBL:ENSG00000132639|ENSE00001175340|GENCODE|https://www.gencodegenes.org/human/|10292882|ENSEMBL:ENST00000304886
chr20|10297050|ENSEMBL:ENSE00000906747|6|ENSEMBL:ENSG00000132639|ENSE00000906747|GENCODE|https://www.gencodegenes.org/human/|10296925|ENSEMBL:ENST00000304886
chr20|10299412|ENSEMBL:ENSE00003460458|7|ENSEMBL:ENSG00000132639|ENSE00003460458|GENCODE|https://www.gencodegenes.org/human/|10299268|ENSEMBL:ENST00000304886
chr20|10307418|ENSEMBL:ENSE00003903928|8|ENSEMBL:ENSG00000132639|ENSE00003903928|GENCODE|https://www.gencodegenes.org/human/|10306129|ENSEMBL:ENST00000304886
chr20|10218977|ENSEMBL:ENSE00003937803|1|ENSEMBL:ENSG00000132639|ENSE00003937803|GENCODE|https://www.gencodegenes.org/human/|10218857|ENSEMBL:ENST00000693325
chr20|10227438|ENSEMBL:ENSE00003930752|2|ENSEMBL:ENSG00000132639|ENSE00003930752|GENCODE|https://www.gencodegenes.org/human/|10227342|ENSEMBL:ENST00000693325
chr20|10275563|ENSEMBL:ENSE00001229068|3|ENSEMBL:ENSG00000132639|ENSE00001229068|GENCODE|https://www.gencodegenes.org/human/|10275429|ENSEMBL:ENST00000693325
chr20|10277726|ENSEMBL:ENSE00001017161|4|ENSEMBL:ENSG00000132639|ENSE00001017161|GENCODE|https://www.gencodegenes.org/human/|10277685|ENSEMBL:ENST00000693325
chr20|10284772|ENSEMBL:ENSE00000906745|5|ENSEMBL:ENSG00000132639|ENSE00000906745|GENCODE|https://www.gencodegenes.org/human/|10284724|ENSEMBL:ENST00000693325
chr20|10293278|ENSEMBL:ENSE00003785335|6|ENSEMBL:ENSG00000132639|ENSE00003785335|GENCODE|https://www.gencodegenes.org/human/|10293161|ENSEMBL:ENST00000693325
chr20|10297050|ENSEMBL:ENSE00000906747|7|ENSEMBL:ENSG00000132639|ENSE00000906747|GENCODE|https://www.gencodegenes.org/human/|10296925|ENSEMBL:ENST00000693325
chr20|10299412|ENSEMBL:ENSE00003460458|8|ENSEMBL:ENSG00000132639|ENSE00003460458|GENCODE|https://www.gencodegenes.org/human/|10299268|ENSEMBL:ENST00000693325
chr20|10308258|ENSEMBL:ENSE00003932055|9|ENSEMBL:ENSG00000132639|ENSE00003932055|GENCODE|https://www.gencodegenes.org/human/|10306129|ENSEMBL:ENST00000693325
chr20|10218977|ENSEMBL:ENSE00003938348|1|ENSEMBL:ENSG00000132639|ENSE00003938348|GENCODE|https://www.gencodegenes.org/human/|10218867|ENSEMBL:ENST00000689858
chr20|10244034|ENSEMBL:ENSE00003931924|2|ENSEMBL:ENSG00000132639|ENSE00003931924|GENCODE|https://www.gencodegenes.org/human/|10243975|ENSEMBL:ENST00000689858
chr20|10275563|ENSEMBL:ENSE00001229068|3|ENSEMBL:ENSG00000132639|ENSE00001229068|GENCODE|https://www.gencodegenes.org/human/|10275429|ENSEMBL:ENST00000689858
chr20|10277726|ENSEMBL:ENSE00001017161|4|ENSEMBL:ENSG00000132639|ENSE00001017161|GENCODE|https://www.gencodegenes.org/human/|10277685|ENSEMBL:ENST00000689858
chr20|10284772|ENSEMBL:ENSE00000906745|5|ENSEMBL:ENSG00000132639|ENSE00000906745|GENCODE|https://www.gencodegenes.org/human/|10284724|ENSEMBL:ENST00000689858
chr20|10293278|ENSEMBL:ENSE00003785335|6|ENSEMBL:ENSG00000132639|ENSE00003785335|GENCODE|https://www.gencodegenes.org/human/|10293161|ENSEMBL:ENST00000689858
chr20|10297050|ENSEMBL:ENSE00000906747|7|ENSEMBL:ENSG00000132639|ENSE00000906747|GENCODE|https://www.gencodegenes.org/human/|10296925|ENSEMBL:ENST00000689858
chr20|10299412|ENSEMBL:ENSE00003460458|8|ENSEMBL:ENSG00000132639|ENSE00003460458|GENCODE|https://www.gencodegenes.org/human/|10299268|ENSEMBL:ENST00000689858
chr20|10308258|ENSEMBL:ENSE00003932055|9|ENSEMBL:ENSG00000132639|ENSE00003932055|GENCODE|https://www.gencodegenes.org/human/|10306129|ENSEMBL:ENST00000689858
chr20|10218977|ENSEMBL:ENSE00003929914|1|ENSEMBL:ENSG00000132639|ENSE00003929914|GENCODE|https://www.gencodegenes.org/human/|10218874|ENSEMBL:ENST00000689757
chr20|10227438|ENSEMBL:ENSE00003930752|2|ENSEMBL:ENSG00000132639|ENSE00003930752|GENCODE|https://www.gencodegenes.org/human/|10227342|ENSEMBL:ENST00000689757
chr20|10259401|ENSEMBL:ENSE00003929477|3|ENSEMBL:ENSG00000132639|ENSE00003929477|GENCODE|https://www.gencodegenes.org/human/|10259357|ENSEMBL:ENST00000689757
chr20|10275563|ENSEMBL:ENSE00001229068|4|ENSEMBL:ENSG00000132639|ENSE00001229068|GENCODE|https://www.gencodegenes.org/human/|10275429|ENSEMBL:ENST00000689757
chr20|10277726|ENSEMBL:ENSE00001017161|5|ENSEMBL:ENSG00000132639|ENSE00001017161|GENCODE|https://www.gencodegenes.org/human/|10277685|ENSEMBL:ENST00000689757
chr20|10284772|ENSEMBL:ENSE00000906745|6|ENSEMBL:ENSG00000132639|ENSE00000906745|GENCODE|https://www.gencodegenes.org/human/|10284724|ENSEMBL:ENST00000689757
chr20|10293278|ENSEMBL:ENSE00003785335|7|ENSEMBL:ENSG00000132639|ENSE00003785335|GENCODE|https://www.gencodegenes.org/human/|10293161|ENSEMBL:ENST00000689757
chr20|10297050|ENSEMBL:ENSE00000906747|8|ENSEMBL:ENSG00000132639|ENSE00000906747|GENCODE|https://www.gencodegenes.org/human/|10296925|ENSEMBL:ENST00000689757
chr20|10299412|ENSEMBL:ENSE00003460458|9|ENSEMBL:ENSG00000132639|ENSE00003460458|GENCODE|https://www.gencodegenes.org/human/|10299268|ENSEMBL:ENST00000689757
chr20|10308258|ENSEMBL:ENSE00003932055|10|ENSEMBL:ENSG00000132639|ENSE00003932055|GENCODE|https://www.gencodegenes.org/human/|10306129|ENSEMBL:ENST00000689757
chr20|10218977|ENSEMBL:ENSE00003935344|1|ENSEMBL:ENSG00000132639|ENSE00003935344|GENCODE|https://www.gencodegenes.org/human/|10218881|ENSEMBL:ENST00000685131
chr20|10238026|ENSEMBL:ENSE00003922605|2|ENSEMBL:ENSG00000132639|ENSE00003922605|GENCODE|https://www.gencodegenes.org/human/|10238007|ENSEMBL:ENST00000685131
chr20|10275563|ENSEMBL:ENSE00001229068|3|ENSEMBL:ENSG00000132639|ENSE00001229068|GENCODE|https://www.gencodegenes.org/human/|10275429|ENSEMBL:ENST00000685131
chr20|10277726|ENSEMBL:ENSE00001017161|4|ENSEMBL:ENSG00000132639|ENSE00001017161|GENCODE|https://www.gencodegenes.org/human/|10277685|ENSEMBL:ENST00000685131
chr20|10284772|ENSEMBL:ENSE00000906745|5|ENSEMBL:ENSG00000132639|ENSE00000906745|GENCODE|https://www.gencodegenes.org/human/|10284724|ENSEMBL:ENST00000685131
chr20|10293278|ENSEMBL:ENSE00003785335|6|ENSEMBL:ENSG00000132639|ENSE00003785335|GENCODE|https://www.gencodegenes.org/human/|10293161|ENSEMBL:ENST00000685131
chr20|10297050|ENSEMBL:ENSE00000906747|7|ENSEMBL:ENSG00000132639|ENSE00000906747|GENCODE|https://www.gencodegenes.org/human/|10296925|ENSEMBL:ENST00000685131
chr20|10299412|ENSEMBL:ENSE00003460458|8|ENSEMBL:ENSG00000132639|ENSE00003460458|GENCODE|https://www.gencodegenes.org/human/|10299268|ENSEMBL:ENST00000685131
chr20|10308258|ENSEMBL:ENSE00003932055|9|ENSEMBL:ENSG00000132639|ENSE00003932055|GENCODE|https://www.gencodegenes.org/human/|10306129|ENSEMBL:ENST00000685131
chr20|10218977|ENSEMBL:ENSE00003936932|1|ENSEMBL:ENSG00000132639|ENSE00003936932|GENCODE|https://www.gencodegenes.org/human/|10218882|ENSEMBL:ENST00000689248
chr20|10244893|ENSEMBL:ENSE00001652934|2|ENSEMBL:ENSG00000132639|ENSE00001652934|GENCODE|https://www.gencodegenes.org/human/|10244752|ENSEMBL:ENST00000689248
chr20|10252582|ENSEMBL:ENSE00003925820|3|ENSEMBL:ENSG00000132639|ENSE00003925820|GENCODE|https://www.gencodegenes.org/human/|10247582|ENSEMBL:ENST00000689248
chr20|10218977|ENSEMBL:ENSE00003929884|1|ENSEMBL:ENSG00000132639|ENSE00003929884|GENCODE|https://www.gencodegenes.org/human/|10218885|ENSEMBL:ENST00000687785
chr20|10244034|ENSEMBL:ENSE00003931924|2|ENSEMBL:ENSG00000132639|ENSE00003931924|GENCODE|https://www.gencodegenes.org/human/|10243975|ENSEMBL:ENST00000687785
chr20|10244893|ENSEMBL:ENSE00003927490|3|ENSEMBL:ENSG00000132639|ENSE00003927490|GENCODE|https://www.gencodegenes.org/human/|10244776|ENSEMBL:ENST00000687785
chr20|10275563|ENSEMBL:ENSE00001229068|4|ENSEMBL:ENSG00000132639|ENSE00001229068|GENCODE|https://www.gencodegenes.org/human/|10275429|ENSEMBL:ENST00000687785
chr20|10277726|ENSEMBL:ENSE00001017161|5|ENSEMBL:ENSG00000132639|ENSE00001017161|GENCODE|https://www.gencodegenes.org/human/|10277685|ENSEMBL:ENST00000687785
chr20|10284772|ENSEMBL:ENSE00000906745|6|ENSEMBL:ENSG00000132639|ENSE00000906745|GENCODE|https://www.gencodegenes.org/human/|10284724|ENSEMBL:ENST00000687785
chr20|10293278|ENSEMBL:ENSE00003785335|7|ENSEMBL:ENSG00000132639|ENSE00003785335|GENCODE|https://www.gencodegenes.org/human/|10293161|ENSEMBL:ENST00000687785
chr20|10297050|ENSEMBL:ENSE00000906747|8|ENSEMBL:ENSG00000132639|ENSE00000906747|GENCODE|https://www.gencodegenes.org/human/|10296925|ENSEMBL:ENST00000687785
chr20|10299412|ENSEMBL:ENSE00003460458|9|ENSEMBL:ENSG00000132639|ENSE00003460458|GENCODE|https://www.gencodegenes.org/human/|10299268|ENSEMBL:ENST00000687785
chr20|10308258|ENSEMBL:ENSE00003932055|10|ENSEMBL:ENSG00000132639|ENSE00003932055|GENCODE|https://www.gencodegenes.org/human/|10306129|ENSEMBL:ENST00000687785
chr20|10218977|ENSEMBL:ENSE00003923966|1|ENSEMBL:ENSG00000132639|ENSE00003923966|GENCODE|https://www.gencodegenes.org/human/|10218910|ENSEMBL:ENST00000691161
chr20|10226780|ENSEMBL:ENSE00003924038|2|ENSEMBL:ENSG00000132639|ENSE00003924038|GENCODE|https://www.gencodegenes.org/human/|10226678|ENSEMBL:ENST00000691161
chr20|10227438|ENSEMBL:ENSE00003925206|3|ENSEMBL:ENSG00000132639|ENSE00003925206|GENCODE|https://www.gencodegenes.org/human/|10227287|ENSEMBL:ENST00000691161
chr20|10275563|ENSEMBL:ENSE00001229068|4|ENSEMBL:ENSG00000132639|ENSE00001229068|GENCODE|https://www.gencodegenes.org/human/|10275429|ENSEMBL:ENST00000691161
chr20|10277726|ENSEMBL:ENSE00001017161|5|ENSEMBL:ENSG00000132639|ENSE00001017161|GENCODE|https://www.gencodegenes.org/human/|10277685|ENSEMBL:ENST00000691161
chr20|10284772|ENSEMBL:ENSE00000906745|6|ENSEMBL:ENSG00000132639|ENSE00000906745|GENCODE|https://www.gencodegenes.org/human/|10284724|ENSEMBL:ENST00000691161
chr20|10293278|ENSEMBL:ENSE00003785335|7|ENSEMBL:ENSG00000132639|ENSE00003785335|GENCODE|https://www.gencodegenes.org/human/|10293161|ENSEMBL:ENST00000691161
chr20|10297050|ENSEMBL:ENSE00000906747|8|ENSEMBL:ENSG00000132639|ENSE00000906747|GENCODE|https://www.gencodegenes.org/human/|10296925|ENSEMBL:ENST00000691161
chr20|10299412|ENSEMBL:ENSE00003460458|9|ENSEMBL:ENSG00000132639|ENSE00003460458|GENCODE|https://www.gencodegenes.org/human/|10299268|ENSEMBL:ENST00000691161
chr20|10308258|ENSEMBL:ENSE00003932055|10|ENSEMBL:ENSG00000132639|ENSE00003932055|GENCODE|https://www.gencodegenes.org/human/|10306129|ENSEMBL:ENST00000691161
chr20|10218977|ENSEMBL:ENSE00003938028|1|ENSEMBL:ENSG00000132639|ENSE00003938028|GENCODE|https://www.gencodegenes.org/human/|10218926|ENSEMBL:ENST00000692411
chr20|10261315|ENSEMBL:ENSE00003926338|2|ENSEMBL:ENSG00000132639|ENSE00003926338|GENCODE|https://www.gencodegenes.org/human/|10261231|ENSEMBL:ENST00000692411
chr20|10275563|ENSEMBL:ENSE00001229068|3|ENSEMBL:ENSG00000132639|ENSE00001229068|GENCODE|https://www.gencodegenes.org/human/|10275429|ENSEMBL:ENST00000692411
chr20|10277726|ENSEMBL:ENSE00001017161|4|ENSEMBL:ENSG00000132639|ENSE00001017161|GENCODE|https://www.gencodegenes.org/human/|10277685|ENSEMBL:ENST00000692411
chr20|10284772|ENSEMBL:ENSE00000906745|5|ENSEMBL:ENSG00000132639|ENSE00000906745|GENCODE|https://www.gencodegenes.org/human/|10284724|ENSEMBL:ENST00000692411
chr20|10293278|ENSEMBL:ENSE00003785335|6|ENSEMBL:ENSG00000132639|ENSE00003785335|GENCODE|https://www.gencodegenes.org/human/|10293161|ENSEMBL:ENST00000692411
chr20|10297050|ENSEMBL:ENSE00000906747|7|ENSEMBL:ENSG00000132639|ENSE00000906747|GENCODE|https://www.gencodegenes.org/human/|10296925|ENSEMBL:ENST00000692411
chr20|10299412|ENSEMBL:ENSE00003460458|8|ENSEMBL:ENSG00000132639|ENSE00003460458|GENCODE|https://www.gencodegenes.org/human/|10299268|ENSEMBL:ENST00000692411
chr20|10308258|ENSEMBL:ENSE00003932055|9|ENSEMBL:ENSG00000132639|ENSE00003932055|GENCODE|https://www.gencodegenes.org/human/|10306129|ENSEMBL:ENST00000692411
chr20|10218977|ENSEMBL:ENSE00003926208|1|ENSEMBL:ENSG00000132639|ENSE00003926208|GENCODE|https://www.gencodegenes.org/human/|10218928|ENSEMBL:ENST00000690812
chr20|10244034|ENSEMBL:ENSE00003931924|2|ENSEMBL:ENSG00000132639|ENSE00003931924|GENCODE|https://www.gencodegenes.org/human/|10243975|ENSEMBL:ENST00000690812
chr20|10259401|ENSEMBL:ENSE00003929477|3|ENSEMBL:ENSG00000132639|ENSE00003929477|GENCODE|https://www.gencodegenes.org/human/|10259357|ENSEMBL:ENST00000690812
chr20|10275563|ENSEMBL:ENSE00001229068|4|ENSEMBL:ENSG00000132639|ENSE00001229068|GENCODE|https://www.gencodegenes.org/human/|10275429|ENSEMBL:ENST00000690812
chr20|10277726|ENSEMBL:ENSE00001017161|5|ENSEMBL:ENSG00000132639|ENSE00001017161|GENCODE|https://www.gencodegenes.org/human/|10277685|ENSEMBL:ENST00000690812
