tad,genelist
146|chr1|151450000|152050000,POGZ|Ensembl:ENSG00000143442|HGNC:POGZ;CGN|Ensembl:ENSG00000143375|HGNC:CGN;TUFT1|Ensembl:ENSG00000143367|HGNC:TUFT1;SNX27|Ensembl:ENSG00000143376|HGNC:SNX27;CELF3|Ensembl:ENSG00000159409|HGNC:CELF3;RIIAD1|Ensembl:ENSG00000178796|HGNC:RIIAD1;MRPL9|Ensembl:ENSG00000143436|HGNC:MRPL9;OAZ3|Ensembl:ENSG00000143450|HGNC:OAZ3;TDRKH|Ensembl:ENSG00000182134|HGNC:TDRKH;LINGO4|Ensembl:ENSG00000213171|HGNC:LINGO4;RORC|Ensembl:ENSG00000143365|HGNC:RORC;C2CD4D|Ensembl:ENSG00000225556|HGNC:C2CD4D;THEM5|Ensembl:ENSG00000196407|HGNC:THEM5;THEM4|Ensembl:ENSG00000159445|HGNC:THEM4;S100A10|Ensembl:ENSG00000197747|HGNC:S100A10;S100A11|Ensembl:ENSG00000163191|HGNC:S100A11
147|chr1|152050000|152500000,TCHHL1|Ensembl:ENSG00000182898|HGNC:TCHHL1;TCHH|Ensembl:ENSG00000159450|HGNC:TCHH;RPTN|Ensembl:ENSG00000215853|HGNC:RPTN;HRNR|Ensembl:ENSG00000197915|HGNC:HRNR;FLG|Ensembl:ENSG00000143631|HGNC:FLG;FLG2|Ensembl:ENSG00000143520|HGNC:FLG2;CRNN|Ensembl:ENSG00000143536|HGNC:CRNN
148|chr1|152500000|153350000,LCE5A|Ensembl:ENSG00000186207|HGNC:LCE5A;CRCT1|Ensembl:ENSG00000169509|HGNC:CRCT1;LCE3E|Ensembl:ENSG00000185966|HGNC:LCE3E;LCE3D|Ensembl:ENSG00000163202|HGNC:LCE3D;LCE3C|Ensembl:ENSG00000244057|HGNC:LCE3C;LCE3B|Ensembl:ENSG00000187238|HGNC:LCE3B;LCE3A|Ensembl:ENSG00000185962|HGNC:LCE3A;LCE2D|Ensembl:ENSG00000187223|HGNC:LCE2D;LCE2C|Ensembl:ENSG00000187180|HGNC:LCE2C;LCE2B|Ensembl:ENSG00000159455|HGNC:LCE2B;LCE2A|Ensembl:ENSG00000187173|HGNC:LCE2A;LCE4A|Ensembl:ENSG00000187170|HGNC:LCE4A;C1orf68|Ensembl:ENSG00000198854|HGNC:C1orf68;KPRP|Ensembl:ENSG00000203786|HGNC:KPRP;LCE1F|Ensembl:ENSG00000240386|HGNC:LCE1F;LCE1E|Ensembl:ENSG00000186226|HGNC:LCE1E;LCE1D|Ensembl:ENSG00000172155|HGNC:LCE1D;LCE1C|Ensembl:ENSG00000197084|HGNC:LCE1C;LCE1B|Ensembl:ENSG00000196734|HGNC:LCE1B;LCE1A|Ensembl:ENSG00000186844|HGNC:LCE1A;LCE6A|Ensembl:ENSG00000235942|HGNC:LCE6A;SMCP|Ensembl:ENSG00000163206|HGNC:SMCP;IVL|Ensembl:ENSG00000163207|HGNC:IVL;SPRR5|Ensembl:ENSG00000283227|HGNC:SPRR5;SPRR4|Ensembl:ENSG00000184148|HGNC:SPRR4;SPRR1A|Ensembl:ENSG00000169474|HGNC:SPRR1A;SPRR3|Ensembl:ENSG00000163209|HGNC:SPRR3;SPRR1B|Ensembl:ENSG00000169469|HGNC:SPRR1B;SPRR2D|Ensembl:ENSG00000163216|HGNC:SPRR2D;SPRR2A|Ensembl:ENSG00000241794|HGNC:SPRR2A;SPRR2B|Ensembl:ENSG00000196805|HGNC:SPRR2B;SPRR2E|Ensembl:ENSG00000203785|HGNC:SPRR2E;SPRR2F|Ensembl:ENSG00000244094|HGNC:SPRR2F;SPRR2G|Ensembl:ENSG00000159516|HGNC:SPRR2G;LELP1|Ensembl:ENSG00000203784|HGNC:LELP1;PRR9|Ensembl:ENSG00000203783|HGNC:PRR9;LORICRIN|Ensembl:ENSG00000203782|HGNC:LORICRIN;PGLYRP3|Ensembl:ENSG00000159527|HGNC:PGLYRP3;PGLYRP4|Ensembl:ENSG00000163218|HGNC:PGLYRP4
149|chr1|153350000|153500000,S100A9|Ensembl:ENSG00000163220|HGNC:S100A9;S100A12|Ensembl:ENSG00000163221|HGNC:S100A12;S100A8|Ensembl:ENSG00000143546|HGNC:S100A8;S100A7A|Ensembl:ENSG00000184330|HGNC:S100A7A;S100A7L2|Ensembl:ENSG00000197364|HGNC:S100A7L2;S100A7|Ensembl:ENSG00000143556|HGNC:S100A7
150|chr1|153500000|154200000,S100A6|Ensembl:ENSG00000197956|HGNC:S100A6;S100A5|Ensembl:ENSG00000196420|HGNC:S100A5;S100A4|Ensembl:ENSG00000196154|HGNC:S100A4;S100A3|Ensembl:ENSG00000188015|HGNC:S100A3;S100A2|Ensembl:ENSG00000196754|HGNC:S100A2;S100A16|Ensembl:ENSG00000188643|HGNC:S100A16;S100A14|Ensembl:ENSG00000189334|HGNC:S100A14;S100A13|Ensembl:ENSG00000189171|HGNC:S100A13;S100A1|Ensembl:ENSG00000160678|HGNC:S100A1;CHTOP|Ensembl:ENSG00000160679|HGNC:CHTOP;SNAPIN|Ensembl:ENSG00000143553|HGNC:SNAPIN;ILF2|Ensembl:ENSG00000143621|HGNC:ILF2;NPR1|Ensembl:ENSG00000169418|HGNC:NPR1;INTS3|Ensembl:ENSG00000143624|HGNC:INTS3;SLC27A3|Ensembl:ENSG00000143554|HGNC:SLC27A3;GATAD2B|Ensembl:ENSG00000143614|HGNC:GATAD2B;DENND4B|Ensembl:ENSG00000198837|HGNC:DENND4B;CRTC2|Ensembl:ENSG00000160741|HGNC:CRTC2;SLC39A1|Ensembl:ENSG00000143570|HGNC:SLC39A1;CREB3L4|Ensembl:ENSG00000143578|HGNC:CREB3L4;JTB|Ensembl:ENSG00000143543|HGNC:JTB;RAB13|Ensembl:ENSG00000143545|HGNC:RAB13;RPS27|Ensembl:ENSG00000177954|HGNC:RPS27;NUP210L|Ensembl:ENSG00000143552|HGNC:NUP210L;TPM3|Ensembl:ENSG00000143549|HGNC:TPM3;C1orf189|Ensembl:ENSG00000163263|HGNC:C1orf189
151|chr1|154300000|155150000,AQP10|Ensembl:ENSG00000143595|HGNC:AQP10;ATP8B2|Ensembl:ENSG00000143515|HGNC:ATP8B2;IL6R|Ensembl:ENSG00000160712|HGNC:IL6R;SHE|Ensembl:ENSG00000169291|HGNC:SHE;TDRD10|Ensembl:ENSG00000163239|HGNC:TDRD10;UBE2Q1|Ensembl:ENSG00000160714|HGNC:UBE2Q1;CHRNB2|Ensembl:ENSG00000160716|HGNC:CHRNB2;ADAR|Ensembl:ENSG00000160710|HGNC:ADAR;KCNN3|Ensembl:ENSG00000143603|HGNC:KCNN3;PMVK|Ensembl:ENSG00000163344|HGNC:PMVK;PBXIP1|Ensembl:ENSG00000163346|HGNC:PBXIP1;PYGO2|Ensembl:ENSG00000163348|HGNC:PYGO2;SHC1|Ensembl:ENSG00000160691|HGNC:SHC1;CKS1B|Ensembl:ENSG00000173207|HGNC:CKS1B;FLAD1|Ensembl:ENSG00000160688|HGNC:FLAD1;LENEP|Ensembl:ENSG00000163352|HGNC:LENEP;ZBTB7B|Ensembl:ENSG00000160685|HGNC:ZBTB7B;DCST2|Ensembl:ENSG00000163354|HGNC:DCST2;DCST1|Ensembl:ENSG00000163357|HGNC:DCST1;ADAM15|Ensembl:ENSG00000143537|HGNC:ADAM15;EFNA4|Ensembl:ENSG00000243364|HGNC:EFNA4;EFNA3|Ensembl:ENSG00000143590|HGNC:EFNA3;EFNA1|Ensembl:ENSG00000169242|HGNC:EFNA1;SLC50A1|Ensembl:ENSG00000169241|HGNC:SLC50A1;DPM3|Ensembl:ENSG00000179085|HGNC:DPM3
152|chr1|155200000|156900000,THBS3|Ensembl:ENSG00000169231|HGNC:THBS3;MTX1|Ensembl:ENSG00000173171|HGNC:MTX1;GBA|Ensembl:ENSG00000177628|HGNC:GBA;FAM189B|Ensembl:ENSG00000160767|HGNC:FAM189B;SCAMP3|Ensembl:ENSG00000116521|HGNC:SCAMP3;CLK2|Ensembl:ENSG00000176444|HGNC:CLK2;HCN3|Ensembl:ENSG00000143630|HGNC:HCN3;PKLR|Ensembl:ENSG00000143627|HGNC:PKLR;FDPS|Ensembl:ENSG00000160752|HGNC:FDPS;RUSC1|Ensembl:ENSG00000160753|HGNC:RUSC1;ASH1L|Ensembl:ENSG00000116539|HGNC:ASH1L;MSTO1|Ensembl:ENSG00000125459|HGNC:MSTO1;YY1AP1|Ensembl:ENSG00000163374|HGNC:YY1AP1;DAP3|Ensembl:ENSG00000132676|HGNC:DAP3;GON4L|Ensembl:ENSG00000116580|HGNC:GON4L;SYT11|Ensembl:ENSG00000132718|HGNC:SYT11;RIT1|Ensembl:ENSG00000143622|HGNC:RIT1;KHDC4|Ensembl:ENSG00000132680|HGNC:KHDC4;RXFP4|Ensembl:ENSG00000173080|HGNC:RXFP4;ARHGEF2|Ensembl:ENSG00000116584|HGNC:ARHGEF2;SSR2|Ensembl:ENSG00000163479|HGNC:SSR2;UBQLN4|Ensembl:ENSG00000160803|HGNC:UBQLN4;LAMTOR2|Ensembl:ENSG00000116586|HGNC:LAMTOR2;RAB25|Ensembl:ENSG00000132698|HGNC:RAB25;MEX3A|Ensembl:ENSG00000254726|HGNC:MEX3A;LMNA|Ensembl:ENSG00000160789|HGNC:LMNA;SEMA4A|Ensembl:ENSG00000196189|HGNC:SEMA4A;SLC25A44|Ensembl:ENSG00000160785|HGNC:SLC25A44;PMF1-BGLAP|Ensembl:ENSG00000260238|HGNC:PMF1-BGLAP;PMF1|Ensembl:ENSG00000160783|HGNC:PMF1;BGLAP|Ensembl:ENSG00000242252|HGNC:BGLAP;PAQR6|Ensembl:ENSG00000160781|HGNC:PAQR6;SMG5|Ensembl:ENSG00000198952|HGNC:SMG5;TMEM79|Ensembl:ENSG00000163472|HGNC:TMEM79;GLMP|Ensembl:ENSG00000198715|HGNC:GLMP;VHLL|Ensembl:ENSG00000189030|HGNC:VHLL;CCT3|Ensembl:ENSG00000163468|HGNC:CCT3;TSACC|Ensembl:ENSG00000163467|HGNC:TSACC;RHBG|Ensembl:ENSG00000132677|HGNC:RHBG;MEF2D|Ensembl:ENSG00000116604|HGNC:MEF2D;IQGAP3|Ensembl:ENSG00000183856|HGNC:IQGAP3;TTC24|Ensembl:ENSG00000187862|HGNC:TTC24;NAXE|Ensembl:ENSG00000163382|HGNC:NAXE;GPATCH4|Ensembl:ENSG00000160818|HGNC:GPATCH4;HAPLN2|Ensembl:ENSG00000132702|HGNC:HAPLN2;BCAN|Ensembl:ENSG00000132692|HGNC:BCAN;NES|Ensembl:ENSG00000132688|HGNC:NES;CRABP2|Ensembl:ENSG00000143320|HGNC:CRABP2;ISG20L2|Ensembl:ENSG00000143319|HGNC:ISG20L2;RRNAD1|Ensembl:ENSG00000143303|HGNC:RRNAD1;MRPL24|Ensembl:ENSG00000143314|HGNC:MRPL24;HDGF|Ensembl:ENSG00000143321|HGNC:HDGF;PRCC|Ensembl:ENSG00000143294|HGNC:PRCC;SH2D2A|Ensembl:ENSG00000027869|HGNC:SH2D2A;NTRK1|Ensembl:ENSG00000198400|HGNC:NTRK1;INSRR|Ensembl:ENSG00000027644|HGNC:INSRR;PEAR1|Ensembl:ENSG00000187800|HGNC:PEAR1
153|chr1|157100000|158150000,ETV3L|Ensembl:ENSG00000253831|HGNC:ETV3L;ETV3|Ensembl:ENSG00000117036|HGNC:ETV3;FCRL5|Ensembl:ENSG00000143297|HGNC:FCRL5;FCRL4|Ensembl:ENSG00000163518|HGNC:FCRL4;FCRL3|Ensembl:ENSG00000160856|HGNC:FCRL3;FCRL2|Ensembl:ENSG00000132704|HGNC:FCRL2;FCRL1|Ensembl:ENSG00000163534|HGNC:FCRL1;CD5L|Ensembl:ENSG00000073754|HGNC:CD5L;KIRREL1|Ensembl:ENSG00000183853|HGNC:KIRREL1;SMIM42|Ensembl:ENSG00000288460|HGNC:SMIM42
154|chr1|158150000|159150000,CD1D|Ensembl:ENSG00000158473|HGNC:CD1D;CD1A|Ensembl:ENSG00000158477|HGNC:CD1A;CD1C|Ensembl:ENSG00000158481|HGNC:CD1C;CD1B|Ensembl:ENSG00000158485|HGNC:CD1B;CD1E|Ensembl:ENSG00000158488|HGNC:CD1E;OR10T2|Ensembl:ENSG00000186306|HGNC:OR10T2;OR10K2|Ensembl:ENSG00000180708|HGNC:OR10K2;OR10K1|Ensembl:ENSG00000173285|HGNC:OR10K1;OR10R2|Ensembl:ENSG00000198965|HGNC:OR10R2;OR6Y1|Ensembl:ENSG00000197532|HGNC:OR6Y1;OR6P1|Ensembl:ENSG00000186440|HGNC:OR6P1;OR10X1|Ensembl:ENSG00000279111|HGNC:OR10X1;OR10Z1|Ensembl:ENSG00000198967|HGNC:OR10Z1;SPTA1|Ensembl:ENSG00000163554|HGNC:SPTA1;OR6K2|Ensembl:ENSG00000196171|HGNC:OR6K2;OR6K3|Ensembl:ENSG00000203757|HGNC:OR6K3;OR6N1|Ensembl:ENSG00000197403|HGNC:OR6N1;OR6K6|Ensembl:ENSG00000180433|HGNC:OR6K6;OR6N2|Ensembl:ENSG00000188340|HGNC:OR6N2;MNDA|Ensembl:ENSG00000163563|HGNC:MNDA;PYHIN1|Ensembl:ENSG00000163564|HGNC:PYHIN1;IFI16|Ensembl:ENSG00000163565|HGNC:IFI16;AIM2|Ensembl:ENSG00000163568|HGNC:AIM2
155|chr1|159150000|160100000,CADM3|Ensembl:ENSG00000162706|HGNC:CADM3;ACKR1|Ensembl:ENSG00000213088|HGNC:ACKR1;FCER1A|Ensembl:ENSG00000179639|HGNC:FCER1A;OR10J1|Ensembl:ENSG00000196184|HGNC:OR10J1;OR10J5|Ensembl:ENSG00000184155|HGNC:OR10J5;APCS|Ensembl:ENSG00000132703|HGNC:APCS;CRP|Ensembl:ENSG00000132693|HGNC:CRP;DUSP23|Ensembl:ENSG00000158716|HGNC:DUSP23;FCRL6|Ensembl:ENSG00000181036|HGNC:FCRL6;SLAMF8|Ensembl:ENSG00000158714|HGNC:SLAMF8;VSIG8|Ensembl:ENSG00000243284|HGNC:VSIG8;CFAP45|Ensembl:ENSG00000213085|HGNC:CFAP45;TAGLN2|Ensembl:ENSG00000158710|HGNC:TAGLN2;IGSF9|Ensembl:ENSG00000085552|HGNC:IGSF9;SLAMF9|Ensembl:ENSG00000162723|HGNC:SLAMF9;KCNJ10|Ensembl:ENSG00000177807|HGNC:KCNJ10;PIGM|Ensembl:ENSG00000143315|HGNC:PIGM;KCNJ9|Ensembl:ENSG00000162728|HGNC:KCNJ9;IGSF8|Ensembl:ENSG00000162729|HGNC:IGSF8
156|chr1|160100000|161050000,ATP1A2|Ensembl:ENSG00000018625|HGNC:ATP1A2;ATP1A4|Ensembl:ENSG00000132681|HGNC:ATP1A4;CASQ1|Ensembl:ENSG00000143318|HGNC:CASQ1;PEA15|Ensembl:ENSG00000162734|HGNC:PEA15;DCAF8|Ensembl:ENSG00000132716|HGNC:DCAF8;PEX19|Ensembl:ENSG00000162735|HGNC:PEX19;COPA|Ensembl:ENSG00000122218|HGNC:COPA;NCSTN|Ensembl:ENSG00000162736|HGNC:NCSTN;NHLH1|Ensembl:ENSG00000171786|HGNC:NHLH1;VANGL2|Ensembl:ENSG00000162738|HGNC:VANGL2;SLAMF6|Ensembl:ENSG00000162739|HGNC:SLAMF6;CD84|Ensembl:ENSG00000066294|HGNC:CD84;SLAMF1|Ensembl:ENSG00000117090|HGNC:SLAMF1;CD48|Ensembl:ENSG00000117091|HGNC:CD48;SLAMF7|Ensembl:ENSG00000026751|HGNC:SLAMF7;LY9|Ensembl:ENSG00000122224|HGNC:LY9;CD244|Ensembl:ENSG00000122223|HGNC:CD244;ITLN1|Ensembl:ENSG00000179914|HGNC:ITLN1;ITLN2|Ensembl:ENSG00000158764|HGNC:ITLN2;F11R|Ensembl:ENSG00000158769|HGNC:F11R;TSTD1|Ensembl:ENSG00000215845|HGNC:TSTD1;USF1|Ensembl:ENSG00000158773|HGNC:USF1;ARHGAP30|Ensembl:ENSG00000186517|HGNC:ARHGAP30
157|chr1|161050000|161200000,ARHGAP30|Ensembl:ENSG00000186517|HGNC:ARHGAP30;NECTIN4|Ensembl:ENSG00000143217|HGNC:NECTIN4;KLHDC9|Ensembl:ENSG00000162755|HGNC:KLHDC9;PFDN2|Ensembl:ENSG00000143256|HGNC:PFDN2;NIT1|Ensembl:ENSG00000158793|HGNC:NIT1;DEDD|Ensembl:ENSG00000158796|HGNC:DEDD;UFC1|Ensembl:ENSG00000143222|HGNC:UFC1;USP21|Ensembl:ENSG00000143258|HGNC:USP21;PPOX|Ensembl:ENSG00000143224|HGNC:PPOX;B4GALT3|Ensembl:ENSG00000158850|HGNC:B4GALT3;ADAMTS4|Ensembl:ENSG00000158859|HGNC:ADAMTS4;NDUFS2|Ensembl:ENSG00000158864|HGNC:NDUFS2
158|chr1|161200000|161450000,NDUFS2|Ensembl:ENSG00000158864|HGNC:NDUFS2;FCER1G|Ensembl:ENSG00000158869|HGNC:FCER1G;APOA2|Ensembl:ENSG00000158874|HGNC:APOA2;TOMM40L|Ensembl:ENSG00000158882|HGNC:TOMM40L;NR1I3|Ensembl:ENSG00000143257|HGNC:NR1I3;PCP4L1|Ensembl:ENSG00000248485|HGNC:PCP4L1;MPZ|Ensembl:ENSG00000158887|HGNC:MPZ;SDHC|Ensembl:ENSG00000143252|HGNC:SDHC;CFAP126|Ensembl:ENSG00000188931|HGNC:CFAP126
159|chr1|161450000|161800000,FCGR2A|Ensembl:ENSG00000143226|HGNC:FCGR2A;HSPA6|Ensembl:ENSG00000173110|HGNC:HSPA6;FCGR3A|Ensembl:ENSG00000203747|HGNC:FCGR3A;FCGR3B|Ensembl:ENSG00000162747|HGNC:FCGR3B;FCGR2B|Ensembl:ENSG00000072694|HGNC:FCGR2B;FCRLA|Ensembl:ENSG00000132185|HGNC:FCRLA;FCRLB|Ensembl:ENSG00000162746|HGNC:FCRLB;DUSP12|Ensembl:ENSG00000081721|HGNC:DUSP12;ATF6|Ensembl:ENSG00000118217|HGNC:ATF6
160|chr1|161800000|162850000,ATF6|Ensembl:ENSG00000118217|HGNC:ATF6;OLFML2B|Ensembl:ENSG00000162745|HGNC:OLFML2B;NOS1AP|Ensembl:ENSG00000198929|HGNC:NOS1AP;SPATA46|Ensembl:ENSG00000171722|HGNC:SPATA46;C1orf226|Ensembl:ENSG00000239887|HGNC:C1orf226;SH2D1B|Ensembl:ENSG00000198574|HGNC:SH2D1B;UHMK1|Ensembl:ENSG00000152332|HGNC:UHMK1;UAP1|Ensembl:ENSG00000117143|HGNC:UAP1;DDR2|Ensembl:ENSG00000162733|HGNC:DDR2;HSD17B7|Ensembl:ENSG00000132196|HGNC:HSD17B7;CCDC190|Ensembl:ENSG00000185860|HGNC:CCDC190
161|chr1|162850000|163300000,CCDC190|Ensembl:ENSG00000185860|HGNC:CCDC190;RGS4|Ensembl:ENSG00000117152|HGNC:RGS4;RGS5|Ensembl:ENSG00000143248|HGNC:RGS5;NUF2|Ensembl:ENSG00000143228|HGNC:NUF2
162|chr1|163350000|165150000,NUF2|Ensembl:ENSG00000143228|HGNC:NUF2;PBX1|Ensembl:ENSG00000185630|HGNC:PBX1
163|chr1|165250000|165350000,
164|chr1|165350000|165950000,LMX1A|Ensembl:ENSG00000162761|HGNC:LMX1A;RXRG|Ensembl:ENSG00000143171|HGNC:RXRG;LRRC52|Ensembl:ENSG00000162763|HGNC:LRRC52;MGST3|Ensembl:ENSG00000143198|HGNC:MGST3;ALDH9A1|Ensembl:ENSG00000143149|HGNC:ALDH9A1;TMCO1|Ensembl:ENSG00000143183|HGNC:TMCO1;UCK2|Ensembl:ENSG00000143179|HGNC:UCK2
165|chr1|165950000|166850000,FAM78B|Ensembl:ENSG00000188859|HGNC:FAM78B;POGK|Ensembl:ENSG00000143157|HGNC:POGK
166|chr1|166850000|167750000,POGK|Ensembl:ENSG00000143157|HGNC:POGK;TADA1|Ensembl:ENSG00000152382|HGNC:TADA1;ILDR2|Ensembl:ENSG00000143195|HGNC:ILDR2;MAEL|Ensembl:ENSG00000143194|HGNC:MAEL;GPA33|Ensembl:ENSG00000143167|HGNC:GPA33;STYXL2|Ensembl:ENSG00000198842|HGNC:STYXL2;POU2F1|Ensembl:ENSG00000143190|HGNC:POU2F1;CD247|Ensembl:ENSG00000198821|HGNC:CD247;CREG1|Ensembl:ENSG00000143162|HGNC:CREG1;RCSD1|Ensembl:ENSG00000198771|HGNC:RCSD1;MPZL1|Ensembl:ENSG00000197965|HGNC:MPZL1
167|chr1|167750000|168100000,MPZL1|Ensembl:ENSG00000197965|HGNC:MPZL1;ADCY10|Ensembl:ENSG00000143199|HGNC:ADCY10;MPC2|Ensembl:ENSG00000143158|HGNC:MPC2;DCAF6|Ensembl:ENSG00000143164|HGNC:DCAF6;GPR161|Ensembl:ENSG00000143147|HGNC:GPR161
168|chr1|168100000|168200000,GPR161|Ensembl:ENSG00000143147|HGNC:GPR161;TIPRL|Ensembl:ENSG00000143155|HGNC:TIPRL
169|chr1|168250000|168350000,SFT2D2|Ensembl:ENSG00000213064|HGNC:SFT2D2;TBX19|Ensembl:ENSG00000143178|HGNC:TBX19
170|chr1|168350000|169850000,XCL2|Ensembl:ENSG00000143185|HGNC:XCL2;XCL1|Ensembl:ENSG00000143184|HGNC:XCL1;DPT|Ensembl:ENSG00000143196|HGNC:DPT;ATP1B1|Ensembl:ENSG00000143153|HGNC:ATP1B1;NME7|Ensembl:ENSG00000143156|HGNC:NME7;BLZF1|Ensembl:ENSG00000117475|HGNC:BLZF1;CCDC181|Ensembl:ENSG00000117477|HGNC:CCDC181;SLC19A2|Ensembl:ENSG00000117479|HGNC:SLC19A2;F5|Ensembl:ENSG00000198734|HGNC:F5;SELP|Ensembl:ENSG00000174175|HGNC:SELP;C1orf112|Ensembl:ENSG00000000460|HGNC:C1orf112;SELL|Ensembl:ENSG00000188404|HGNC:SELL;SELE|Ensembl:ENSG00000007908|HGNC:SELE;METTL18|Ensembl:ENSG00000171806|HGNC:METTL18;SCYL3|Ensembl:ENSG00000000457|HGNC:SCYL3
171|chr1|169850000|171500000,C1orf112|Ensembl:ENSG00000000460|HGNC:C1orf112;SCYL3|Ensembl:ENSG00000000457|HGNC:SCYL3;KIFAP3|Ensembl:ENSG00000075945|HGNC:KIFAP3;METTL11B|Ensembl:ENSG00000203740|HGNC:METTL11B;GORAB|Ensembl:ENSG00000120370|HGNC:GORAB;PRRX1|Ensembl:ENSG00000116132|HGNC:PRRX1;MROH9|Ensembl:ENSG00000117501|HGNC:MROH9;FMO3|Ensembl:ENSG00000007933|HGNC:FMO3;FMO2|Ensembl:ENSG00000094963|HGNC:FMO2;FMO1|Ensembl:ENSG00000010932|HGNC:FMO1;FMO4|Ensembl:ENSG00000076258|HGNC:FMO4;PRRC2C|Ensembl:ENSG00000117523|HGNC:PRRC2C
172|chr1|171600000|172450000,MYOCOS|Ensembl:ENSG00000283683|HGNC:MYOCOS;MYOC|Ensembl:ENSG00000034971|HGNC:MYOC;VAMP4|Ensembl:ENSG00000117533|HGNC:VAMP4;EEF1AKNMT|Ensembl:ENSG00000010165|HGNC:EEF1AKNMT;DNM3|Ensembl:ENSG00000197959|HGNC:DNM3;PIGC|Ensembl:ENSG00000135845|HGNC:PIGC;C1orf105|Ensembl:ENSG00000180999|HGNC:C1orf105
173|chr1|172550000|172750000,SUCO|Ensembl:ENSG00000094975|HGNC:SUCO;FASLG|Ensembl:ENSG00000117560|HGNC:FASLG
174|chr1|172750000|173250000,TNFSF18|Ensembl:ENSG00000120337|HGNC:TNFSF18;TNFSF4|Ensembl:ENSG00000117586|HGNC:TNFSF4
175|chr1|173250000|173450000,
176|chr1|173450000|174200000,PRDX6|Ensembl:ENSG00000117592|HGNC:PRDX6;SLC9C2|Ensembl:ENSG00000162753|HGNC:SLC9C2;ANKRD45|Ensembl:ENSG00000183831|HGNC:ANKRD45;TEX50|Ensembl:ENSG00000232113|HGNC:TEX50;KLHL20|Ensembl:ENSG00000076321|HGNC:KLHL20;CENPL|Ensembl:ENSG00000120334|HGNC:CENPL;DARS2|Ensembl:ENSG00000117593|HGNC:DARS2;ZBTB37|Ensembl:ENSG00000185278|HGNC:ZBTB37;SERPINC1|Ensembl:ENSG00000117601|HGNC:SERPINC1;RC3H1|Ensembl:ENSG00000135870|HGNC:RC3H1;RABGAP1L|Ensembl:ENSG00000152061|HGNC:RABGAP1L
177|chr1|174250000|175000000,RABGAP1L|Ensembl:ENSG00000152061|HGNC:RABGAP1L;GPR52|Ensembl:ENSG00000203737|HGNC:GPR52;CACYBP|Ensembl:ENSG00000116161|HGNC:CACYBP
178|chr1|175050000|176300000,TNN|Ensembl:ENSG00000120332|HGNC:TNN;KIAA0040|Ensembl:ENSG00000235750|HGNC:KIAA0040;TNR|Ensembl:ENSG00000116147|HGNC:TNR;COP1|Ensembl:ENSG00000143207|HGNC:COP1
179|chr1|176300000|176900000,PAPPA2|Ensembl:ENSG00000116183|HGNC:PAPPA2;ASTN1|Ensembl:ENSG00000152092|HGNC:ASTN1
180|chr1|176900000|178000000,ASTN1|Ensembl:ENSG00000152092|HGNC:ASTN1;BRINP2|Ensembl:ENSG00000198797|HGNC:BRINP2;SEC16B|Ensembl:ENSG00000120341|HGNC:SEC16B
181|chr1|178000000|178300000,RASAL2|Ensembl:ENSG00000075391|HGNC:RASAL2
182|chr1|178300000|179050000,RASAL2|Ensembl:ENSG00000075391|HGNC:RASAL2;CLEC20A|Ensembl:ENSG00000188585|HGNC:CLEC20A;TEX35|Ensembl:ENSG00000240021|HGNC:TEX35;RALGPS2|Ensembl:ENSG00000116191|HGNC:RALGPS2;ANGPTL1|Ensembl:ENSG00000116194|HGNC:ANGPTL1;FAM20B|Ensembl:ENSG00000116199|HGNC:FAM20B
183|chr1|179050000|179800000,FAM20B|Ensembl:ENSG00000116199|HGNC:FAM20B;TOR3A|Ensembl:ENSG00000186283|HGNC:TOR3A;ABL2|Ensembl:ENSG00000143322|HGNC:ABL2;SOAT1|Ensembl:ENSG00000057252|HGNC:SOAT1;AXDND1|Ensembl:ENSG00000162779|HGNC:AXDND1;NPHS2|Ensembl:ENSG00000116218|HGNC:NPHS2;TDRD5|Ensembl:ENSG00000162782|HGNC:TDRD5;FAM163A|Ensembl:ENSG00000143340|HGNC:FAM163A
184|chr1|179850000|180250000,TOR1AIP2|Ensembl:ENSG00000169905|HGNC:TOR1AIP2;TOR1AIP1|Ensembl:ENSG00000143337|HGNC:TOR1AIP1;CEP350|Ensembl:ENSG00000135837|HGNC:CEP350;QSOX1|Ensembl:ENSG00000116260|HGNC:QSOX1;LHX4|Ensembl:ENSG00000121454|HGNC:LHX4
185|chr1|180250000|180450000,LHX4|Ensembl:ENSG00000121454|HGNC:LHX4;ACBD6|Ensembl:ENSG00000230124|HGNC:ACBD6
186|chr1|180500000|180900000,ACBD6|Ensembl:ENSG00000230124|HGNC:ACBD6;XPR1|Ensembl:ENSG00000143324|HGNC:XPR1
187|chr1|180900000|181150000,KIAA1614|Ensembl:ENSG00000135835|HGNC:KIAA1614;STX6|Ensembl:ENSG00000135823|HGNC:STX6;MR1|Ensembl:ENSG00000153029|HGNC:MR1;IER5|Ensembl:ENSG00000162783|HGNC:IER5
188|chr1|181200000|182100000,CACNA1E|Ensembl:ENSG00000198216|HGNC:CACNA1E;ZNF648|Ensembl:ENSG00000179930|HGNC:ZNF648
